severity,file,term,first_use_char_offset,occurrences,gloss_anywhere_on_page,first_use_in_table_or_callout,first_use_in_faq,term_load_bearing_for_page,first_use_context
LOW,78129_directors-conduct-report-2.html,IP (insolvency practitioner),10608,1,yes,no,no,no,l-trading allegation. Take advice before the liquidator is appointed. A licensed IP can tell you within an hour whether your conduct profile carries risk and what to do about it before the repo
LOW,78163_company-pensions-and-liquidation.html,CVA,5682,3,yes,no,no,no,"oment the employer enters any formal insolvency ( company liquidation , administration, a CVA, or a scheme of arrangement), the scheme enters a PPF assessment period. This is a waiting room, typic"
LOW,78163_company-pensions-and-liquidation.html,National Insurance Fund,17983,1,no,no,no,no,caps. Unpaid employer contributions rank as unsecured. Employees can also claim from the National Insurance Fund. How long does a PPF assessment period last? Typically twelve to twenty-four m
LOW,78163_company-pensions-and-liquidation.html,Schedule 6,17834,1,no,no,no,no,"s (deducted from salaries but not passed to the scheme) rank as preferential claims under Schedule 6 of the Insolvency Act 1986, limited to statutory caps. Unpaid employer contributions rank as unsecu"
LOW,78163_company-pensions-and-liquidation.html,preferential debt / creditor,17808,1,no,no,no,no,"paid employee contributions (deducted from salaries but not passed to the scheme) rank as preferential claims under Schedule 6 of the Insolvency Act 1986, limited to statutory caps. Unpaid employer co"
LOW,78163_company-pensions-and-liquidation.html,wrongful trading,15751,1,no,no,no,no,"en in a straightforward wind-up is vulnerable to a Contribution Notice. See our guide on wrongful trading for the broader director-duty framework. ""The PPF will cover everything."" The PPF pays compens"
LOW,78191_leases-and-contracts-in-liquidation.html,National Insurance Fund,8314,1,no,no,no,no,") up to certain statutory limits. Beyond those limits, employees can claim from the National Insurance Fund via the Redundancy Payments Service, which covers statutory redundancy pay, unpaid wages (up"
LOW,78191_leases-and-contracts-in-liquidation.html,floating charge,12376,1,no,no,no,no,"editors, preferential creditors (mainly employees), and any prescribed part (a portion of floating charge realisations set aside for unsecured creditors). In most insolvent liquidations, the dividend "
LOW,78191_leases-and-contracts-in-liquidation.html,wrongful trading,6925,1,no,no,no,no,"If the company accepts goods it knows it cannot pay for, directors can face scrutiny for wrongful trading. Once the liquidator is appointed, they will review all supplier contracts. Contracts that are"
LOW,78560_company-property-and-real-estate-in-liquidation.html,preferential debt / creditor,8564,2,yes,no,no,no,"tion (the liquidator's fees, legal costs, and disbursements under Section 176ZA) Preferential creditors (mainly employee wages up to statutory limits, holiday pay, and since 1 December 2020, secondary"
LOW,78560_company-property-and-real-estate-in-liquidation.html,wrongful trading,13190,1,no,no,no,no,rsed under Section 238 and can expose you to personal claims. See our guide on wrongful trading for the broader director-liability tests the liquidator applies to conduct in the run-up to insolvency.
LOW,78578_intellectual-property-and-trading-assets-in-liquidation.html,advertised / advertisement (notice sense),5600,1,no,no,no,no,"John Pye, GA Group) Specialist IP brokers (where IP value is material) Public Gazette advertisement + the Insolvency Service Register listing Targeted approach ; direct approach to identified potentia"
LOW,78578_intellectual-property-and-trading-assets-in-liquidation.html,officeholder / office-holder,12068,1,no,no,no,no,"lectual Property and Trading Assets in Liquidation The liquidator, who acts as office-holder of the company under s.143 IA 1986. The IP can be sold to a third party (or back to former management throu"
LOW,78578_intellectual-property-and-trading-assets-in-liquidation.html,the Gazette,5592,1,no,no,no,no,"ctions, John Pye, GA Group) Specialist IP brokers (where IP value is material) Public Gazette advertisement + the Insolvency Service Register listing Targeted approach ; direct approach to ident"
LOW,78578_intellectual-property-and-trading-assets-in-liquidation.html,transaction at an undervalue,13996,1,no,no,no,no,"ise. We have drawn on the Insolvency Act 1986 (sections 216 on prohibited names, 238 on transactions at undervalue, and 436 on the definition of property), the Trade Marks Act 1994 on assignment of re"
LOW,78596_company-vehicles-and-equipment-in-liquidation.html,transaction at an undervalue,16825,1,yes,no,no,no,"onal use that was tolerated for years can suddenly look like a benefit-in-kind issue or a transaction at undervalue. Once insolvency is probable, treat the company vehicles as creditor assets. Methodo"
LOW,78596_company-vehicles-and-equipment-in-liquidation.html,wrongful trading,12519,1,no,no,no,no,"uch items that are genuinely personal, but they will need proof. See our guide on wrongful trading for the broader director-liability framework that applies in the months before liquidation. Common Mi"
LOW,78613_how-to-prove-your-debt-in-company-liquidation.html,MVL,8844,1,no,no,no,no,"the liquidation date. Post-liquidation interest is only payable in a solvent liquidation (MVL) where all debts have been paid in full. In the average insolvent liquidation, unsecured creditors"
LOW,78613_how-to-prove-your-debt-in-company-liquidation.html,preferential debt / creditor,9056,1,no,no,no,no,"between 0p and 20p in the pound. Many receive nothing at all after the liquidator's fees, preferential claims, and any secured creditors are paid. The exact figure depends on the company's assets and "
LOW,78613_how-to-prove-your-debt-in-company-liquidation.html,winding-up order (vs petition),2001,1,no,no,no,no,"e the amount owed at the date of the winding-up resolution (for a CVL) or the date of the winding-up order (for compulsory), including any contractual interest accrued to that date. The basis of the c"
LOW,78654_how-to-challenge-a-liquidators-decisions-or-fees.html,Official Receiver,14380,3,yes,no,no,no,"tions? In a compulsory liquidation (where the court ordered the winding up), the Official Receiver initially acts as liquidator. The Official Receiver's fees are set by a statutory scale and are not o"
LOW,78673_liquidators-powers-and-duties.html,CVL,2999,2,yes,no,no,no,"during the MVL that the company is in fact insolvent, they must convert the process to a CVL, and the dynamic changes completely. We stress this to every director we speak to: the appointment mat"
LOW,78673_liquidators-powers-and-duties.html,MVL,2836,2,yes,no,no,no,"t the liquidator and retain more influence because the company is solvent. But even in an MVL, the liquidator's statutory duties apply. If the liquidator discovers during the MVL that the company is i"
LOW,78673_liquidators-powers-and-duties.html,Official Receiver,2446,5,yes,no,no,no,"exposure, they can and do exercise that right. In a compulsory liquidation , the Official Receiver is appointed automatically by the court. The Official Receiver may then refer the case to a private-s"
LOW,78673_liquidators-powers-and-duties.html,misfeasance,3859,3,yes,no,no,no,"or auction. Pursue legal claims: wrongful trading (s.214), fraudulent trading (s.213), misfeasance (s.212), transactions at undervalue (s.238), and preferences (s.239) against directors and connected "
LOW,78673_liquidators-powers-and-duties.html,preference (unlawful),3920,2,yes,no,no,no,"fraudulent trading (s.213), misfeasance (s.212), transactions at undervalue (s.238), and preferences (s.239) against directors and connected parties. Recover assets and money: demand repayment of over"
LOW,78673_liquidators-powers-and-duties.html,transaction at an undervalue,3880,3,yes,no,no,no,"legal claims: wrongful trading (s.214), fraudulent trading (s.213), misfeasance (s.212), transactions at undervalue (s.238), and preferences (s.239) against directors and connected parties. Recover as"
LOW,78690_liquidation-deadlines-and-time-limits.html,disposition,5325,1,no,no,no,no,the winding-up order is the date from which all subsequent deadlines are calculated. Any disposition of company property after this date is void unless the court approves it. Within 21 days of the ord
LOW,78690_liquidation-deadlines-and-time-limits.html,winding-up order (vs petition),4134,3,yes,no,no,no,"or petitions the court, the court fixes a hearing date, and if the petition succeeds, the winding-up order takes effect immediately. Your involvement shifts from decision-maker to respondent. 21 days "
LOW,78756_liquidating-a-limited-liability-partnership.html,IP (insolvency practitioner),7147,1,yes,no,no,no,"rt, and the Official Receiver is appointed as liquidator initially, with a private-sector IP potentially replacing them later. Compulsory liquidation is more invasive than a CVL. The Official Recei"
LOW,78756_liquidating-a-limited-liability-partnership.html,Official Receiver,7069,6,yes,no,no,no,"out of your hands entirely. A compulsory winding-up order is made by the court, and the Official Receiver is appointed as liquidator initially, with a private-sector IP potentially replacing them late"
LOW,78756_liquidating-a-limited-liability-partnership.html,moratorium,11739,1,no,no,no,no,"s and can be used to protect the business while a rescue plan is developed. It provides a moratorium on creditor action, but it is significantly more expensive and is typically only viable for larger "
LOW,78781_can-i-be-sued-after-my-company-is-dissolved.html,misfeasance,14817,1,no,no,no,no,", but personal guarantees, compensation orders following disqualification, and successful misfeasance claims all can. Methodology and Disclosure This page is written by the Company Debt editoria"
LOW,78781_can-i-be-sued-after-my-company-is-dissolved.html,served / service,13458,1,no,no,no,no,"mitation period in the original contract. Restoration applications are usually served on former directors, but exceptions exist. If you discover the company has been restored, you are usually reinst"
LOW,78797_what-happens-if-a-director-resigns-before-liquidation.html,preference (unlawful),12824,1,no,no,no,no,"cooperate with the liquidator, and sections 238 to 239 on transactions at undervalue and preferences). We have also drawn on the Company Directors Disqualification Act 1986 (sections 6 to 8 on disqual"
LOW,78825_paying-staff-but-not-hmrc-before-liquidation.html,Redundancy Payments Service,7246,1,yes,no,no,no,"pay, statutory notice pay, and statutory redundancy pay. These claims are handled by the Redundancy Payments Service. Preferential creditor status for wages. Employees are preferential creditors for u"
LOW,78825_paying-staff-but-not-hmrc-before-liquidation.html,Schedule 6,12401,1,no,no,no,no,"r regulated by the IPA. It is based on the Insolvency Act 1986 (sections 214, 239, 386, Schedule 6), the Employment Rights Act 1996 (Part XII insolvency of employers), the Finance Act 2020 (HMRC prefe"
LOW,78825_paying-staff-but-not-hmrc-before-liquidation.html,floating charge,2544,1,no,no,no,no,"itor status for certain tax debts. This means that in any insolvency, HMRC ranks ahead of floating charge holders and unsecured creditors for: PAYE income tax deducted from employees' wages Employee N"
LOW,78851_voluntary-liquidation.html,National Insurance Fund,8394,1,no,no,no,no,"re made redundant when the company ceases trading. In a CVL, employees can claim from the National Insurance Fund for arrears of pay, holiday pay, notice pay, and statutory redundancy. In an MVL, the "
LOW,78851_voluntary-liquidation.html,preference (unlawful),10027,1,no,no,no,no,"your own director's loan, or paying a preferred supplier ahead of other creditors creates preference risk under section 239 of the Insolvency Act. Not preparing records. Walking into a liquidation wit"
LOW,78851_voluntary-liquidation.html,preferential debt / creditor,7979,1,no,no,no,no,"ets available, distributed in the statutory priority order: secured creditors first, then preferential creditors (employees for unpaid wages, HMRC for certain taxes), then unsecured creditors. Most un"
LOW,78851_voluntary-liquidation.html,served / service,12032,1,no,no,no,no,"ed the creditor has not yet obtained a winding-up order from the court. If a petition has been served but the hearing has not taken place, you can still initiate a CVL by passing the winding-up resolu"
LOW,78851_voluntary-liquidation.html,winding-up order (vs petition),11981,1,yes,no,no,no,"VL. If it cannot, use a CVL. Yes, provided the creditor has not yet obtained a winding-up order from the court. If a petition has been served but the hearing has not taken place, you can still initiat"
LOW,78851_voluntary-liquidation.html,wrongful trading,9642,1,no,no,no,no,ing the CVL hoping things will improve. Our guide on when to stop trading explains the wrongful trading exposure this creates. Every week of continued trading while insolvent increases your personal e
LOW,79236_can-i-start-a-new-company-after-liquidating-my-old-one.html,preference (unlawful),15641,1,no,no,no,no,"rohibited names, 217 on personal liability, 238 on transactions at undervalue, and 239 on preferences) and the Company Directors Disqualification Act 1986 (sections 6 to 8 on disqualification for unfi"
LOW,79236_can-i-start-a-new-company-after-liquidating-my-old-one.html,wrongful trading,11837,1,no,no,no,no,"han be caught out. For a deeper look at what a liquidator investigates, see our guide on wrongful trading . Phoenix Trading vs Legitimate Continuation in a New Company The phrase ""phoenix company"" is "
LOW,79246_can-i-liquidate-my-company-with-a-bounce-back-loan.html,wrongful trading,5137,4,yes,no,no,no,rade creditor balances is exactly the kind of pattern a liquidator will flag as potential wrongful trading under Section 214. The Risks of Delay or the Wrong Closure Route The two mistakes we see most
LOW,79256_liquidating-a-company-with-no-assets-or-bank-account-uk.html,IVA,13086,1,no,no,no,no,ally favours a discounted settlement at 30-60p in the pound rather than litigation. IVA under Part VIII IA 1986 or bankruptcy under Part IX IA 1986 are the personal-insolvency routes for unmanageab
LOW,79256_liquidating-a-company-with-no-assets-or-bank-account-uk.html,National Insurance Fund,16663,1,no,no,no,no,"oluntary strike-off), the Employment Rights Act 1996 (statutory redundancy claims via the National Insurance Fund), and current Insolvency Service guidance. Where we describe how no-asset liquidations"
LOW,79256_liquidating-a-company-with-no-assets-or-bank-account-uk.html,debenture,12404,1,no,no,no,no,"r section 109 of the Law of Property Act 1925 typically appointed for property mortgages; debenture-holders enforce against the relevant asset class. Where the asset value exceeds the secured debt, su"
LOW,79256_liquidating-a-company-with-no-assets-or-bank-account-uk.html,transaction at an undervalue,9549,1,yes,no,no,no,ilure to keep records under s.388 CA 2006 Failure to file accounts at Companies House Transactions at undervalue (s.238 IA 1986) Preferences (s.239 IA 1986) Misfeasance (s.212 IA 1986) Wrongful tradin
LOW,79266_can-i-liquidate-a-dormant-company.html,Redundancy Payments Service,11926,1,no,no,no,no,"pay £3,500 typical SME, funded by you personally or via Director Redundancy claim through RPS where you qualify as an employee under s.230 + s.155 ERA 1996 ( Bottrill [1999] fact-specific test). T"
LOW,79276_can-you-liquidate-to-avoid-paying-suppliers.html,IP (insolvency practitioner),5436,2,yes,no,no,no,s to document every material decision in board minutes and to take advice from a licensed IP before doing anything unusual. See our guide on directors' duties when a company is insolvent for the full
LOW,79276_can-you-liquidate-to-avoid-paying-suppliers.html,Official Receiver,10286,1,yes,no,no,no,"lsory liquidation, the costs are higher (£2,600 petition deposit plus legal fees plus the Official Receiver's time) and the director loses control of timing, appointment, and process. We tell director"
LOW,79276_can-you-liquidate-to-avoid-paying-suppliers.html,moratorium,9000,1,no,no,no,no,aces the company under the protection of a court-appointed administrator with a statutory moratorium that halts any winding-up petition. Used to restructure or sell the business as a going concern. Re
LOW,79276_can-you-liquidate-to-avoid-paying-suppliers.html,preference (unlawful),2510,7,yes,no,no,no,"assets out of the company and then liquidate to leave the supplier empty-handed. That is a preference under Section 239 of the Insolvency Act 1986, or a transaction at undervalue under Section 238, an"
LOW,79276_can-you-liquidate-to-avoid-paying-suppliers.html,served / service,10044,1,no,no,no,no,n of the case (often six to twelve months) and includes a formal report to the Insolvency Service on director conduct under the Company Directors Disqualification Act 1986. If a supplier petitions fir
LOW,79276_can-you-liquidate-to-avoid-paying-suppliers.html,transaction at an undervalue,2574,2,yes,no,no,no,"ier empty-handed. That is a preference under Section 239 of the Insolvency Act 1986, or a transaction at undervalue under Section 238, and the liquidator will reverse it and pursue you personally for "
LOW,79285_liquidating-a-group-company-or-holding-company-in-the-uk.html,misfeasance,14993,1,no,no,no,no,"may be treated as a shadow director. That creates personal exposure to wrongful trading, misfeasance, and disqualification claims in each subsidiary's liquidation. What happens to group tax arran"
LOW,79285_liquidating-a-group-company-or-holding-company-in-the-uk.html,preference (unlawful),3403,1,no,no,no,no,een entities daily. Nobody questions it until insolvency makes every transfer a potential preference. Staff work across multiple companies. Understanding what happens to employees in liquidation becom
LOW,79295_company-voluntary-arrangement-vs-administration-which-to-choose.html,adjournment / adjourn,7449,1,yes,no,no,no,omatically stay a winding-up petition. You would need to apply to the court separately to adjourn the petition while the CVA is being proposed. Administration provides automatic protection against pet
LOW,79304_cva-vs-strike-off-vs-liquidation.html,IP (insolvency practitioner),7638,3,yes,no,no,no,"ompany. The directors acknowledge the company cannot pay its debts, instruct a licensed IP, prepare a Statement of Affairs, and pass a shareholders' resolution to wind up. The IP is appointed as liqui"
LOW,79304_cva-vs-strike-off-vs-liquidation.html,the Gazette,6077,1,no,no,no,no,", pension trustees, HMRC) before filing the DS01 form. After a two-month notice period in the Gazette, the company is removed from the register. Strike-off is right for solvent companies with no mater"
LOW,79304_cva-vs-strike-off-vs-liquidation.html,wrongful trading,8607,1,yes,no,no,no,", or attempting an unlawful strike-off, carries far more personal risk. See our guide on wrongful trading for the director-liability framework. Cost and Speed: A Side-by-Side The numbers matter becaus"
LOW,79313_light-touch-administration.html,CVA,4117,2,yes,no,no,no,"e best outcome is a sale of the business to a buyer who wants the directors to stay, or a CVA that returns the company to director control, keeping the directors engaged during administration makes th"
LOW,79322_winding-up-petition-vs-compulsory-liquidation.html,Time to Pay,6554,1,yes,no,no,no,". This is more common with trade creditors than with HMRC, but we have seen HMRC agree to Time to Pay arrangements even after filing a petition, provided the proposal is realistic and the company can "
LOW,79322_winding-up-petition-vs-compulsory-liquidation.html,statutory demand,3340,1,yes,no,no,no,"to pay its debts (section 122(1)(f)), which the creditor proves by showing an unsatisfied statutory demand or a county court judgement that has not been paid. The petition must be served on the compan"
LOW,79332_what-happens-if-a-cva-fails-mid-term.html,CVL,9553,6,yes,no,no,no,"s rather than optimistic about the outlook. Your Decision Pathway After CVA Failure: CVL, Administration, or Rescue? Once breach occurs, directors face a genuine fork. The options are not equal"
LOW,79332_what-happens-if-a-cva-fails-mid-term.html,Schedule B1,15205,1,no,no,no,no,"6 (sections 1 to 7B on CVAs, section 214 on wrongful trading, section 239 on preferences, Schedule B1 on administration) and the Company Directors Disqualification Act 1986 (sections 6 and 7). We have"
LOW,79332_what-happens-if-a-cva-fails-mid-term.html,floating charge,4576,1,no,no,no,no,"ound, their rights were never fully compromised by the CVA. After termination, qualifying floating charge holders may appoint administrators, fixed charge holders may enforce, and receivers may be app"
LOW,79332_what-happens-if-a-cva-fails-mid-term.html,moratorium,5144,2,yes,no,no,no,"vency appointment. In that gap, directors are still managing an insolvent company with no moratorium protection, full creditor enforcement rights restored, and the clock running on wrongful trading ex"
LOW,79332_what-happens-if-a-cva-fails-mid-term.html,preferential debt / creditor,7654,1,no,no,no,no,"sue for the full revived balance, less dividends already paid. HMRC ranks as a secondary preferential creditor for VAT, PAYE, and other specified taxes under the Finance Act 2020 (from 1 December 2020"
LOW,79332_what-happens-if-a-cva-fails-mid-term.html,presented (vs served),12171,1,no,no,no,no,"editor approval for a variation, the supervisor may hold back. Once a petition has been presented and advertised in the Gazette, your options narrow sharply. At that point, administration or CVL is us"
LOW,79342_hmrc-as-a-creditor-in-liquidation.html,IP (insolvency practitioner),3462,1,yes,no,no,no,"tory waterfall: Fixed charge holders (LPA receiver route) Liquidation expenses (IP fees, legal, etc.) Ordinary preferential creditors (employees, £800 cap per person) Secondary preferenti"
LOW,79342_hmrc-as-a-creditor-in-liquidation.html,Schedule 6,2906,1,no,no,no,no,"osition for ""trust taxes"" with effect from 1 December 2020. The new framework sits within Schedule 6 of the Insolvency Act 1986 (the categories of preferential debt), as amended. The rationale HMRC ga"
LOW,79342_hmrc-as-a-creditor-in-liquidation.html,Time to Pay,5623,10,yes,no,no,yes,"r £750+ debt unpaid for 21 days). The enforcement toolkit before petition: TTP refusal : where TTP cannot be agreed (or has been agreed and breached), the case moves to enforcement track"
LOW,79342_hmrc-as-a-creditor-in-liquidation.html,advertised / advertisement (notice sense),6351,1,no,no,no,no,"nce demanded Winding-up petition under s.122(1)(f) IA 1986: £352 court fee + £1,200 advertising deposit HMRC's monthly review cycle means cases get reviewed for escalation each month. Cases ignored"
LOW,79342_hmrc-as-a-creditor-in-liquidation.html,disposition,13513,1,no,no,no,no,"ve drawn on the Insolvency Act 1986 (sections 122 on winding-up by the court, 127 on void dispositions, 175 on preferential debts, and 176ZA on expenses), the Finance Act 2020 (Schedule 26 reinstating"
LOW,79342_hmrc-as-a-creditor-in-liquidation.html,misfeasance,7768,1,no,no,no,no,214 wrongful trading contribution orders flowing from HMRC's claim in liquidation s.212 misfeasance where HMRC payments were diverted to connected parties Two-stage appeal: HMRC internal review within
LOW,79342_hmrc-as-a-creditor-in-liquidation.html,preference (unlawful),8111,1,no,no,no,no,"ceed wholly or partly with strong mitigation evidence. Time to Pay : HMRC's First Preference In our casework, HMRC actively prefers Time to Pay over enforcement when your company demonstrates gen"
LOW,79351_can-i-choose-my-liquidator.html,misfeasance,14157,1,no,no,no,no,"grounds and void post-petition dispositions, 136 on the Official Receiver's role, 212 on misfeasance, and 214 on wrongful trading), the Insolvency (England and Wales) Rules 2016, and current Insolvenc"
LOW,79351_can-i-choose-my-liquidator.html,moratorium,9500,1,no,no,no,no,"ces the company under the protection of a court-appointed administrator, with a statutory moratorium that halts any pending winding-up petition. Often used to sell the business as a going concern. Inf"
LOW,79351_can-i-choose-my-liquidator.html,preference (unlawful),13139,1,no,no,no,no,"for the benefit of creditors, investigates director conduct, pursues any clawback claims (preferences, transactions at undervalue, wrongful trading), distributes the proceeds, and ultimately dissolves"
LOW,79351_can-i-choose-my-liquidator.html,presented (vs served),2326,1,no,no,no,no,"a winding-up order follows, dispositions of company property made after the petition was presented can be void unless the court validates them. Our experience is that directors who contact us while a "
LOW,79351_can-i-choose-my-liquidator.html,statutory demand,1913,3,yes,no,no,no,"o choose the liquidator is the order of events. Once a creditor (including HMRC) serves a statutory demand that expires unpaid, or obtains a County Court Judgment it cannot enforce, they can file a wi"
LOW,79351_can-i-choose-my-liquidator.html,transaction at an undervalue,13152,1,yes,no,no,no,"it of creditors, investigates director conduct, pursues any clawback claims (preferences, transactions at undervalue, wrongful trading), distributes the proceeds, and ultimately dissolves the company."
LOW,79351_can-i-choose-my-liquidator.html,winding-up order (vs petition),2239,3,yes,no,no,no,"you make is measured against the interests of the creditors. Section 127 means that if a winding-up order follows, dispositions of company property made after the petition was presented can be void un"
LOW,79360_ccj-when-going-insolvent.html,preference (unlawful),7892,3,yes,no,no,no,ly. Paying one judgement creditor ahead of others when the company is insolvent creates preference risk . Speak to a licensed insolvency practitioner who can advise on how the CCJ interacts with the i
LOW,79379_business-bank-account-in-liquidation.html,National Insurance Fund,16484,1,no,no,no,no,"nd statutory notice pay from the Redundancy Payments Service, which covers these from the National Insurance Fund. The director should not attempt to pay wages out of a frozen account without a valida"
LOW,79379_business-bank-account-in-liquidation.html,disposition,4693,2,yes,no,no,no,"Act 1986 is the key provision to understand. It says that in a compulsory winding-up, any disposition of company property made after the petition is presented is void, unless the court orders otherwis"
LOW,79379_business-bank-account-in-liquidation.html,officeholder / office-holder,14689,1,no,no,no,no,"or winding-up order is the same in practice: freeze your account fast, then wait for the office-holder to take control. If your company is registered in Scotland or Northern Ireland, you should still "
LOW,79379_business-bank-account-in-liquidation.html,preference (unlawful),12201,5,yes,no,no,no,de in the months before liquidation that disrupts this statutory order can be reversed as a preference under Section 239 of the Insolvency Act 1986. The liquidator can claw it back and redistribute it
LOW,79379_business-bank-account-in-liquidation.html,wrongful trading,12816,1,no,no,no,no,"llow, and the director will face personal liability for the same amount plus potentially wrongful trading and misfeasance claims under Section 212 of the Insolvency Act 1986. Opening a new account at "
LOW,79387_use-a-cva-to-close-a-company.html,IP (insolvency practitioner),2171,17,yes,no,no,no,"clean exit. It produces a company that has burned further creditor goodwill, incurred IP fees for proposal preparation and supervision, and then enters liquidation anyway. At that point your conduct"
LOW,79387_use-a-cva-to-close-a-company.html,MVL,12426,1,yes,no,no,no,"or, realises the assets, pays all creditors, and distributes the surplus to shareholders. MVL is often used to extract retained profits tax-efficiently when a business has genuinely run its course rat"
LOW,79387_use-a-cva-to-close-a-company.html,presented (vs served),10591,1,no,no,no,no,"petition heard in court can restrict what you do with company assets from the date it is presented, not just the date it is heard. Transactions entered into after that point can be challenged under . "
LOW,79387_use-a-cva-to-close-a-company.html,statutory demand,2715,2,yes,no,no,no,ng while technically insolvent is a week of potential exposure. The creditor who served a statutory demand last month is not going to become friendlier if you spend six weeks preparing a CVA proposal 
LOW,79387_use-a-cva-to-close-a-company.html,winding-up order (vs petition),17349,1,yes,no,yes,no,"reditors regain their ability to pursue individual enforcement. They can then apply for a winding-up order through the court, or directors can initiate a CVL. A failed CVA does not prevent a director "
LOW,79396_director-conduct-review.html,IP (insolvency practitioner),13293,2,yes,no,no,no,"fore the liquidator is appointed, not after the investigation letter arrives. A licensed IP can tell you within an hour whether your conduct profile carries risk and what to do about it. Comm"
LOW,79396_director-conduct-review.html,transaction at an undervalue,3000,3,yes,no,no,no,"f proper accounting records, the circumstances in which the company became insolvent, any transactions at undervalue or preferences, any wrongful or fraudulent trading, and any personal benefit the di"
LOW,79404_uk-insolvency-glossary.html,advertised / advertisement (notice sense),9843,1,no,no,no,no,pany compulsorily. The most common ground is that the company is unable to pay its debts. Advertising the petition in the London Gazette triggers an automatic bank account freeze. Wrongful trading. A 
LOW,79404_uk-insolvency-glossary.html,the Gazette,9871,1,no,no,no,no,common ground is that the company is unable to pay its debts. Advertising the petition in the London Gazette triggers an automatic bank account freeze. Wrongful trading. A civil claim under section 21
LOW,79404_uk-insolvency-glossary.html,transaction at an undervalue,9226,1,no,no,no,no,"0. If unsatisfied after 21 days, it provides grounds for a winding-up petition . Transaction at undervalue. A transaction where the company transfers an asset for significantly less than it is worth ("
LOW,79412_uk-insolvency-flowchart.html,IP (insolvency practitioner),6619,1,yes,no,no,no,"for informal creditor negotiation. However, even for routes that do not require an IP, a consultation is worthwhile to confirm you are choosing the correct path. If the company has deb"
LOW,79412_uk-insolvency-flowchart.html,Official Receiver,2562,1,yes,no,no,no,"the petition, or convert to a CVL before the hearing. If the court grants the order, the Official Receiver takes control. Move to Question 5. Question 5: Does the company have debts but no assets and "
LOW,79423_insolvency-checklist.html,CVA,11971,1,no,no,no,no,"e (cash, available facility, key creditor pressure) Alternatives considered (refinance, CVA, administration, CVL, continuing trade) Professional advice received (accountant, tax adviser, IP, lawyer;"
LOW,79423_insolvency-checklist.html,IP (insolvency practitioner),7537,9,yes,no,no,no,"e but s.239 doesn't care about your reasoning; it cares about the relative outcome. An IP-supervised payment regime removes the director-decision risk. Once the IP runs the payment decisions, you're"
LOW,79423_insolvency-checklist.html,transaction at an undervalue,6909,1,no,no,no,no,"ipient in a better position than they would be in a liquidation. Section 238 covers transactions at undervalue with a 2-year lookback regardless of connection. Selling assets at below-market value, tr"
LOW,79445_list-of-liquidation-documents.html,National Insurance Fund,6323,1,no,no,no,no,loyee records matter because your staff are preferential creditors and can claim from the National Insurance Fund. The Redundancy Payments Service needs accurate employment records to process claims. 
LOW,79445_list-of-liquidation-documents.html,Redundancy Payments Service,6352,1,no,no,no,no,your staff are preferential creditors and can claim from the National Insurance Fund. The Redundancy Payments Service needs accurate employment records to process claims. Our guide on employee rights 
LOW,79445_list-of-liquidation-documents.html,preferential debt / creditor,6277,1,no,no,no,no,ny defined benefit scheme details Employee records matter because your staff are preferential creditors and can claim from the National Insurance Fund. The Redundancy Payments Service needs accurate e
LOW,79445_list-of-liquidation-documents.html,wrongful trading,7251,1,yes,no,no,no,"the policy may respond to claims against you personally during the liquidation, including wrongful trading claims. We advise checking whether the policy is still active and whether it covers claims ar"
LOW,79463_insolvency-myths-debunked.html,IP (insolvency practitioner),4141,2,yes,no,no,no,"veries and report on whether your conduct was fit. We see directors who assume the IP they appointed will look out for their interests. The IP will be professional and fair, but their loyalty is"
LOW,79463_insolvency-myths-debunked.html,Official Receiver,3826,2,yes,no,no,no,"their duty runs to the creditor body, not to you. In a compulsory liquidation, the Official Receiver is appointed by the court and has a statutory duty to investigate director conduct. The liquidator "
LOW,79463_insolvency-myths-debunked.html,floating charge,5245,1,no,no,no,no,"ent loan repayments. These taxes; the ones you collected on behalf of HMRC; rank ahead of floating charge holders and all unsecured creditors. Corporation Tax and employer NICs remain unsecured, but t"
LOW,79463_insolvency-myths-debunked.html,preference (unlawful),9531,1,no,no,no,no,"t 1986 (sections 213 fraudulent trading, 214 wrongful trading, 216 name restrictions, 239 preferences), the Company Directors Disqualification Act 1986 (sections 6 to 8 on unfit conduct), the Finance "
LOW,79472_should-i-close-my-company-or-try-to-save-it.html,IP (insolvency practitioner),7214,1,yes,no,no,no,"s the company under the protection of the court and appoints an administrator (a licensed IP) to manage its affairs. It provides an automatic moratorium on creditor action, which stops enforcement, wi"
LOW,79472_should-i-close-my-company-or-try-to-save-it.html,Schedule B1,12516,1,no,no,no,no,"e drawn on the Insolvency Act 1986 (Part I on Company Voluntary Arrangements, Part II and Schedule B1 on administration, Part IV on winding up, and section 214 on wrongful trading), the Companies Act "
LOW,79472_should-i-close-my-company-or-try-to-save-it.html,advertised / advertisement (notice sense),5471,1,no,no,no,no,"3. A winding-up petition is threatened or imminent. Once a winding-up petition is advertised in the London Gazette, your bank will freeze the company's accounts. At that point, rescue becomes almost i"
LOW,79472_should-i-close-my-company-or-try-to-save-it.html,the Gazette,5485,1,no,no,no,no,"ing-up petition is threatened or imminent. Once a winding-up petition is advertised in the London Gazette, your bank will freeze the company's accounts. At that point, rescue becomes almost impossible"
